"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.170654634E2,5.233498571E1,4.870523473E0,-1.128578269E0,2.443194532E0,8.823474373E1,4.744417990E0,3.363782836E0
1.180654771E2,5.233499337E1,4.870560183E0,-1.427191332E0,1.551638090E0,7.142383440E1,4.739905541E0,3.370138350E0
1.190654914E2,5.233499659E1,4.870613264E0,-9.648468764E-1,1.361161641E0,7.597323194E1,4.740515503E0,3.369280309E0
1.200655057E2,5.233499946E1,4.870672984E0,-1.194889891E0,2.654707946E0,7.710105395E1,4.744633632E0,3.363478666E0
1.210655193E2,5.233500007E1,4.870698799E0,-1.419827288E0,1.459042286E0,7.197030241E1,4.754970102E0,3.348850006E0
1.220655332E2,5.233499785E1,4.870743615E0,-1.057901736E0,1.347928525E0,7.857624171E1,4.751106629E0,3.354328969E0
1.230655463E2,5.233500008E1,4.870802327E0,-1.257858585E0,2.032820525E0,7.414697208E1,4.753098450E0,3.351505954E0
1.240655612E2,5.233499586E1,4.870844516E0,-8.580223434E-1,1.416045185E0,7.812024750E1,4.752384693E0,3.352517973E0
1.250655744E2,5.233499734E1,4.870905123E0,-1.624185743E0,1.750038749E0,8.247327070E1,4.765490808E0,3.333861784E0
1.260655863E2,5.233499772E1,4.870963572E0,-1.614502477E0,1.940165535E0,8.475113794E1,4.772468473E0,3.323865476E0
1.270656011E2,5.233500423E1,4.871005540E0,-2.083918831E0,1.549604628E0,7.859877856E1,4.781461122E0,3.310916273E0
1.280656133E2,5.233500276E1,4.871065591E0,-2.370512589E0,1.503091479E0,8.299015667E1,4.788011780E0,3.301436086E0
1.290656258E2,5.233500499E1,4.871118722E0,-1.819114156E0,1.861990288E0,8.230912165E1,4.786167943E0,3.304108572E0
1.300656390E2,5.233499691E1,4.871159298E0,-2.548042567E0,1.252110133E0,9.086979542E1,4.784819010E0,3.306061717E0
1.310656524E2,5.233500418E1,4.871210156E0,-1.965299749E0,2.153051875E0,8.128420559E1,4.804326132E0,3.277649684E0
1.320656652E2,5.233500668E1,4.871238534E0,-1.465510534E0,1.346024744E0,7.294856827E1,4.799161752E0,3.285206769E0
1.330656779E2,5.233500404E1,4.871280286E0,-1.174850674E0,1.384541125E0,8.514556158E1,4.816052433E0,3.260395067E0
1.340656910E2,5.233499353E1,4.871314665E0,-2.107371709E0,1.363862862E0,9.377694924E1,4.838422893E0,3.227104111E0
1.350657036E2,5.233499431E1,4.871362716E0,-1.831172340E0,2.013342451E0,9.045652529E1,4.873272823E0,3.174232038E0
1.360656337E2,5.233501177E1,4.871385822E0,-1.386075122E0,1.344377308E0,6.334025860E1,4.865045206E0,3.186827918E0
1.370655525E2,5.233501866E1,4.871449501E0,-1.821723400E0,2.375618563E0,7.004127009E1,4.890371782E0,3.147824784E0
1.380654627E2,5.233502578E1,4.871467196E0,-1.513014165E0,1.143352891E0,6.354894702E1,4.885904743E0,3.154753853E0
1.390653740E2,5.233502144E1,4.871531302E0,-1.962082257E0,2.187764736E0,8.742314986E1,4.893541950E0,3.142894243E0
1.400652837E2,5.233502952E1,4.871538907E0,-1.935402568E0,1.068699807E0,7.809838508E1,4.896731935E0,3.137921827E0
1.410651914E2,5.233504397E1,4.871579166E0,-1.540294733E0,1.817482504E0,6.596009525E1,4.884905506E0,3.156300878E0
1.420651056E2,5.233504716E1,4.871589895E0,-1.326563857E0,1.046448083E0,5.757608853E1,4.895296789E0,3.140160247E0
1.430650235E2,5.233503588E1,4.871675297E0,-1.498323967E0,2.405479640E0,8.120688513E1,4.902223249E0,3.129336071E0
1.440649482E2,5.233503986E1,4.871696958E0,-1.543300290E0,1.064088325E0,7.788248308E1,4.921583066E0,3.098799309E0
1.450648714E2,5.233504198E1,4.871758452E0,-1.414869526E0,1.903791453E0,8.050733315E1,4.929180995E0,3.086699167E0
1.460647954E2,5.233504140E1,4.871785050E0,-1.481654423E0,1.083448596E0,7.711110271E1,4.965333155E0,3.028201396E0
1.470647252E2,5.233505537E1,4.871845244E0,-1.565010956E0,1.939576500E0,7.154964939E1,4.975167178E0,3.012017361E0
1.480646602E2,5.233505483E1,4.871882781E0,-1.835226918E0,1.043432930E0,7.678272302E1,4.926037410E0,3.091713517E0
1.490645969E2,5.233506157E1,4.871967876E0,-2.324463964E0,2.776016141E0,8.543512482E1,4.888286114E0,3.151062662E0
1.500645379E2,5.233504345E1,4.872003655E0,-1.679263465E0,1.290840196E0,1.084541019E2,4.866277423E0,3.184946008E0
1.510644801E2,5.233503186E1,4.872079185E0,-6.028293278E-1,1.277713036E0,8.736605145E1,4.860436973E0,3.193851822E0
1.520644273E2,5.233501990E1,4.872145616E0,-3.704864960E-1,1.779209691E0,7.987059325E1,4.852120992E0,3.206471411E0
1.530643771E2,5.233501545E1,4.872195674E0,-6.556184608E-1,1.009791159E0,8.032429675E1,4.842275244E0,3.221320769E0
1.540643308E2,5.233501033E1,4.872274291E0,-6.690734215E-1,2.610073007E0,8.388936567E1,4.836838494E0,3.229478350E0
1.550642877E2,5.233500529E1,4.872313605E0,-6.017277353E-1,1.294001843E0,8.850345376E1,4.833821337E0,3.233992627E0
1.560642470E2,5.233499993E1,4.872380107E0,-5.119741196E-1,1.322002298E0,9.756743607E1,4.832993295E0,3.235229952E0
1.570642110E2,5.233500968E1,4.872437683E0,-1.532901227E-1,2.034095757E0,7.562319953E1,4.829226072E0,3.240850595E0
1.580641762E2,5.233500447E1,4.872475504E0,-3.046771232E-2,9.929053539E-1,6.727028700E1,4.832622608E0,3.235783639E0
1.590641434E2,5.233502042E1,4.872550849E0,-7.678655647E-1,2.857408566E0,6.779468545E1,4.864100814E0,3.188269170E0
1.600641143E2,5.233502152E1,4.872581537E0,-7.955033947E-1,1.458770358E0,8.206905752E1,4.843886530E0,3.218897376E0
1.610640863E2,5.233503851E1,4.872644578E0,-9.448756063E-1,1.105953771E0,8.343604298E1,4.844215126E0,3.218402840E0
1.620640609E2,5.233506110E1,4.872692077E0,-1.024246723E0,1.566159588E0,5.794356343E1,4.844105003E0,3.218568588E0
1.630640384E2,5.233507103E1,4.872732956E0,-6.830888959E-1,9.613454766E-1,4.758974223E1,4.848875906E0,3.211376571E0
1.640640168E2,5.233508522E1,4.872771150E0,-1.520035602E-1,1.430688334E0,3.923171658E1,4.851174730E0,3.207902862E0
1.650639993E2,5.233509387E1,4.872886820E0,-6.951057371E-1,3.246793394E0,6.336985158E1,4.874314035E0,3.172632931E0
1.660639788E2,5.233509041E1,4.872911297E0,-8.033510558E-1,1.181977339E0,7.943415455E1,4.866393094E0,3.184769267E0
1.670639610E2,5.233510412E1,4.873014836E0,-7.843902381E-1,3.159713485E0,7.636393013E1,4.866847435E0,3.184074916E0
1.680639467E2,5.233511366E1,4.873026298E0,-5.502076298E-1,1.033456182E0,6.519513128E1,4.864758553E0,3.187265482E0
1.690639316E2,5.233511462E1,4.873083364E0,-4.873092147E-1,1.684920001E0,7.641067161E1,4.871344936E0,3.177189883E0
1.700639199E2,5.233511971E1,4.873097449E0,-3.110824665E-1,9.532513169E-1,6.593175026E1,4.879088223E0,3.165285951E0
1.710639076E2,5.233512887E1,4.873123000E0,-6.593636991E-1,1.100915615E0,5.763077095E1,4.919703449E0,3.101782553E0
1.720638969E2,5.233513312E1,4.873171388E0,-7.238444341E-1,1.517606850E0,6.097498079E1,4.972355516E0,3.016656702E0
1.730638869E2,5.233514232E1,4.873267699E0,-7.024429888E-1,2.822404307E0,6.892579261E1,5.032252092E0,2.915643311E0
1.740638785E2,5.233513792E1,4.873262247E0,-8.577844203E-1,1.027569276E0,6.858836577E1,5.041251403E0,2.900055401E0
1.750638703E2,5.233513629E1,4.873336134E0,-7.527684802E-1,1.965260184E0,7.206158942E1,5.020514621E0,2.935808232E0
1.760638632E2,5.233512325E1,4.873367183E0,-8.775618784E-1,1.036936542E0,8.752156397E1,5.006132816E0,2.960265404E0
1.770638578E2,5.233513068E1,4.873422327E0,-6.512079369E-1,1.613624167E0,8.201320518E1,5.017699343E0,2.940617339E0
1.780638520E2,5.233513828E1,4.873478371E0,-7.910108296E-1,2.060868313E0,8.255383988E1,5.045661022E0,2.892376511E0
1.790638468E2,5.233512802E1,4.873484236E0,-5.495470120E-1,9.619430544E-1,9.179037451E1,5.089007822E0,2.815410524E0
